"latitude","longitude","ID"
"2.2619907","48.8590053","819"
"2.2519666","48.8512079","820"
"2.2521459","48.8497972","821"
"2.2550317","48.8461208","822"
"2.2537949","48.8403689","823"
"2.2579006","48.8357846","824"
"2.2663838","48.834747","825"
"2.2668205","48.8349318","826"
"2.2723383","48.8352948","827"
"2.2740203","48.8348198","828"
"2.3516591","48.8778887","829"
"2.3241518","48.8829827","830"
"2.3431813","48.8531723","831"
"2.3433796","48.8518427","832"
"2.3438219","48.8527586","833"
"2.3481653","48.8510875","834"
"2.3463005","48.8521681","835"
"2.3527041","48.8474699","836"
"2.3569574","48.8494443","837"
"2.6763849","48.8649703","838"
"2.3059966","48.9206895","839"
"2.3572834","48.9133727","840"
"2.3339395","48.8555049","841"
"2.3432301","48.8528763","842"
"2.3362275","48.8578754","843"
"2.3231292","48.8585104","844"
"2.3236023","48.8603311","845"
"2.3230018","48.8595094","846"
"2.3226542","48.8590281","847"
"2.3149665","48.8609738","848"
"2.3196662","48.8621665","849"
"2.311494","48.8611194","850"
"2.3132382","48.8610518","851"
"2.3113587","48.8599466","852"
"2.3054295","48.8624635","853"
"2.3031805","48.8624212","854"
"2.3054312","48.8622965","855"
"2.3401064","48.8689122","856"
"2.341909","48.8685443","857"
"2.3430679","48.8714816","858"
"2.3467964","48.8643999","859"
"2.3415276","48.8622979","860"
"2.3424711","48.8638199","861"
"2.3359429","48.8639474","862"
"2.3385388","48.8688893","863"
"2.3367745","48.8695367","864"
"2.3358124","48.8697226","865"
"2.3336619","48.8675112","866"
"2.3357435","48.8726046","867"
"2.3371321","48.8760607","868"
"2.3529901","48.867028","869"
"2.3519977","48.8652497","870"
"2.3504405","48.86245","871"
"2.349078","48.8600705","872"
"2.2792339","48.726172","873"
"2.1279986","48.8239936","874"
"2.1731752","48.7805779","875"
"2.0034224","48.7988314","876"
"2.4738176","48.9278044","877"
"2.1464311","49.0154853","878"
"2.5046897","48.8853142","879"
"2.4939428","48.823134","880"
"2.2142479","48.7825256","881"
"2.2224884","48.8549783","882"
